objID,run,ra,dec,rerun,camcol,field,z,zErr,template_photo_z,template_photo_zErr,bin
1237650371020718416,1140,184.296031255903,-2.27545270804282,301,4,210,0.4921851,0.0001020813,0.457175,0.023469,3
1237650369940357630,1140,169.19015100651,-2.97672178738898,301,2,109,0.3284738,6.103807e-05,0.369878,0.025346,2
1237651539241730554,1412,146.247271800798,62.3048754181293,301,4,56,0.5298067,0.0003580212,0.557269,0.039797,4
1237650761313485319,1231,172.382245852457,-2.75885003315995,301,3,21,0.4529804,0.0001481408,0.502744,0.05943,3
1237648722302075500,756,174.51543683373,0.742035256375993,301,5,392,0.6276664,0.0001801562,0.609789,0.048327,5
1237651272423833850,1350,127.939509933222,52.1300227388527,301,3,162,0.4579552,9.616224e-05,0.477582,0.026931,3
1237651539260932616,1412,238.418212859503,55.6964908352011,301,4,349,0.6084722,0.000231111,0.564088,0.035012,5
1237649920576717127,1035,15.8667065836459,15.3773503405568,301,5,68,0.5577538,0.0001680344,0.539427,0.033711,4
1237648721789912264,756,230.983786956326,0.301328080514536,301,4,769,0.5331058,0.0001199591,0.480007,0.057899,4
1237650372092952939,1140,180.870275094626,-1.26711757118861,301,6,187,0.6647357,0.0001462954,0.569432,0.031,5
1237651716409328920,1453,250.890324489792,46.716031494335,301,6,59,0.7982349,0.000317637,0.629142,0.062018,6
1237648720685302285,756,160.408528677201,-0.503306130236308,301,2,298,0.705079,0.0002077941,0.702276,0.077762,6
1237651271360053956,1350,165.050205561891,65.0514203407475,301,1,314,0.6374294,0.0001711272,0.611312,0.042144,5
1237651496290681461,1402,113.303043028395,37.7532921564678,301,4,35,0.3109403,4.526911e-05,0.330259,0.030093,2
1237651496830436335,1402,117.077687179654,43.6180512185607,301,5,79,0.515286,0.0001427591,0.511542,0.029274,4
1237651252025885178,1345,139.446380528195,57.2032254639997,301,5,210,0.6937296,0.0001368084,0.639022,0.038887,5
1237651505954095613,1404,203.581287857149,1.17572577291913,301,6,31,0.6992396,0.0001024466,0.715069,0.082883,5
1237650804800750048,1241,143.245057196708,-1.71494218973582,301,4,32,0.3292139,4.152334e-05,0.365009,0.020576,2
